Name,SoldPrice,AskPrice,Rooms,Size,MonthlyRent,YearlyRent,YearBuilt,Region,Kommun,Lat,Log
Ingemarsgatan 4,5120000,4695000.0,2.0,63.0,2784.0,5400.0,1970.0,Vasastan,Stockholms,59.3413498,18.0489474
Ingemarsgatan 4,7250000,6895000.0,4.0,98.0,4375.0,4900.0,1969.0,Vasastan,Stockholms,59.3413498,18.0489474
Torsgatan 5 4tr,5225000,4495000.0,2.0,57.0,2736.0,4428.0,2009.0,Vasastan,Stockholms,59.3413498,18.0489474
Fridhemsgatan 29 B,5075000,4695000.0,2.0,53.0,2911.0,,1903.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Parkgatan 10,5050000,4495000.0,2.0,50.0,4341.0,9751.0,1899.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Sagagatan 11 vån 4/4,5150000,4395000.0,3.0,65.0,3967.0,,2018.0,Centrum,Solna,59.3664864,18.0096279
Tomtebobarnens Gata 25 5/5 tr,5175000,5175000.0,3.0,86.0,4735.0,12000.0,2017.0,Annedal,Stockholms,59.3633265,17.9510126
Patentgatan 5 2 TR,5200000,4995000.0,2.0,64.0,3021.0,3800.0,2005.0,Lilla Essingen \ Kungsholmen,Stockholms,59.324747,18.00513729103853
Garvargatan 22 6 tr,5210000,4975000.0,2.0,45.0,1766.0,,1931.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Karlbergsvägen 37A,5250000,4395000.0,2.0,50.0,1619.0,9480.0,1899.0,Sankt Eriksplan,Stockholms,59.3405394,18.0372227
Maria prästgårdsgata 14A Vindsvåning,5150000,3495000.0,,31.0,1409.0,4200.0,1905.0,Södermalm Mariatorget,Stockholms,59.3168252,18.0607643
Larsbergsvägen 37,5210000,4995000.0,3.0,96.0,2850.0,4908.0,1973.0,Larsberg,Lidingö,59.3486507,18.1456932
Grevgatan 56,5200000,4695000.0,2.0,44.0,1763.0,,1889.0,Östermalm,Stockholms,59.336723,18.0859178
Grev Magnigatan 10A,5100000,4495000.0,2.0,39.0,1937.0,3600.0,1894.0,Östermalm,Stockholms,59.336723,18.0859178
Grev Magnigatan 10A,5400000,,2.0,44.0,2142.0,,1894.0,Östermalm,Stockholms,59.336723,18.0859178
Brogatan 6,5100000,4350000.0,4.0,98.0,5142.0,8418.0,2015.0,Järvastaden,Sundbyberg,59.3607417,17.9718708
Erik Dahlbergsgatan 69 3tr,5020000,4795000.0,2.0,61.0,3127.0,6000.0,1992.0,Östermalm,Stockholms,59.336723,18.0859178
Norra Agnegatan 34A,5050000,4395000.0,2.0,44.0,1709.0,5000.0,1888.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
NÄSBYLUNDSVÄGEN 8 - TAKTERRASS!,5050000,4495000.0,4.0,92.0,5603.0,4680.0,2001.0,ROSLAGS NÄSBY,Täby,59.4334366,18.0621136
Lugnets Allé 61 vån 4/4,5200000,4550000.0,2.0,53.0,3690.0,7200.0,2000.0,Hammarby Sjöstad,Stockholms,59.3056121,18.1060603
Arbetargatan 28A,5075000,4400000.0,2.0,67.0,2499.0,,,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Gyllenborgsgatan 22,5120000,4650000.0,2.0,64.0,3616.0,8294.0,1926.0,Thorildsplan,Stockholms,59.3314883,18.0150904
Hässleholmsvägen 7 3 tr,5110000,4195000.0,3.0,72.0,3947.0,,1947.0,Björkhagen,Stockholms,59.291204,18.1154858
Askängsbacken 52 3tr,5040000,4295000.0,3.0,77.0,4897.0,3600.0,2013.0,Mariehäll,Stockholms,59.3599806,17.952094
Borgargatan 6 35tr,5220000,4195000.0,2.0,46.0,2463.0,,1929.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Tappvägen 22 vån 3,5025000,4095000.0,3.0,87.0,4755.0,6600.0,2017.0,Annedal,Stockholms,59.3633265,17.9510126
Valutavägen 30 vån 2,5010000,3695000.0,3.0,74.0,4126.0,9300.0,1944.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Verkstadsgatan 11 4tr,5070000,4650000.0,,55.0,2866.0,4740.0,1930.0,Stockholm – Södermalm,Stockholms,59.3123782,18.06975557565056
Enskedevägen 170 3tr,5250000,4790000.0,3.0,87.0,4588.0,4900.0,2018.0,Svedmyra,Stockholms,59.2774915,18.0671282
Sonja Kovalevskys gata 11 2tr.,5095000,5095000.0,2.0,54.0,2700.0,,2017.0,Vasastan,Stockholms,59.3413498,18.0489474
Årstavägen 51,5250000,5250000.0,3.0,82.0,5582.0,4100.0,1945.0,Årsta,Stockholms,59.2964776,18.0528626
Vintergatan 3 B 1 tr,5100000,5100000.0,3.0,70.0,3365.0,5732.0,2016.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Björnvägen 34 B,5200000,4590000.0,5.0,125.0,4884.0,19620.0,,Länna,Huddinge,59.2066426,18.1457884
Mönstringsvägen 10,5050000,4895000.0,4.0,93.0,4597.0,,2009.0,Järvastaden,Solna,59.3831023,17.9856662
Mönstringsvägen 10,5800000,5800000.0,4.0,96.0,4701.0,,,Järvastaden,Solna,59.3831023,17.9856662
Mönstringsvägen 10,5860000,4995000.0,4.0,95.0,5189.0,,2009.0,Järvastaden,Solna,59.3831023,17.9856662
Honnörsgatan 14,5030000,4350000.0,4.0,90.0,5331.0,6860.0,2008.0,Järvastaden,Solna,59.3831023,17.9856662
Kungsholms strand 165 3 tr,5100000,4695000.0,2.0,50.0,2559.0,,1929.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Fyrverkarbacken 25,5100000,4595000.0,2.0,55.0,2928.0,,1962.0,Fredhäll,Stockholms,59.3298217,18.0030284
Riddargatan 51,5100000,3995000.0,2.0,36.0,1320.0,7900.0,1897.0,Östermalm,Stockholms,59.336723,18.0859178
Riddargatan 51,6800000,5995000.0,3.0,61.0,2418.0,3900.0,1897.0,Östermalm,Stockholms,59.336723,18.0859178
Karlaplan 4,5250000,5300000.0,2.0,52.0,2363.0,,1948.0,Östermalm,Stockholms,59.336723,18.0859178
Magnus Ladulåsgatan 7 4 tr,5050000,5050000.0,3.0,58.0,2789.0,5400.0,1987.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Carl Malmstens Väg 8,5100000,5100000.0,3.0,83.0,3887.0,5600.0,1985.0,Bergshamra,Solna,59.3813446,18.0369906
Carl Malmstens Väg 8,5350000,4495000.0,4.0,95.0,4425.0,6860.0,1985.0,Bergshamra,Solna,59.3813446,18.0369906
Carl Malmstens Väg 8,5800000,4195000.0,4.0,95.0,4425.0,6168.0,1985.0,Bergshamra,Solna,59.3813446,18.0369906
Sjöviksvägen 37 2tr,5200000,4695000.0,2.0,61.0,3076.0,4800.0,2008.0,Liljeholmskajen,Stockholms,59.3081461,18.029239
Kvarngatan 22,5100000,5100000.0,2.0,55.0,2265.0,12120.0,1851.0,Maria Magdalena,Stockholms,59.3174577,18.0678286
Skeppsmäklargatan 49,5250000,5195000.0,3.0,82.0,3757.0,,2019.0,Hammarby Sjöstad,Nacka,59.3120997,18.2073591
Götgatan 90B 5 tr,5115000,3950000.0,2.0,67.0,1871.0,3300.0,1932.0,Skanstull,Stockholms,59.308699,18.075958
Vingårdsgatan 5,5125000,4995000.0,3.0,71.0,4311.0,4400.0,2004.0,Liljeholmskajen,Stockholms,59.3081461,18.029239
Birkagatan 31 A. 2 tr,5185000,4975000.0,2.0,45.0,1971.0,5928.0,1904.0,Vasastan,Stockholms,59.3413498,18.0489474
Lotta Svärds Gränd 16 Högst upp.,5130000,4595000.0,4.0,106.0,6183.0,,2012.0,Fruängen,Stockholms,59.2864677,17.964876
Honnörsgatan 19 1 tr,5100000,5100000.0,4.0,99.0,4459.0,4800.0,2008.0,Solna,Solna,59.3664864,18.0096279
Sollentunavägen 138,5050000,4875000.0,4.0,99.0,4595.0,5100.0,2009.0,Centrum,Sollentuna,59.4283893,17.94845
Sollentunavägen 138,6200000,,5.0,113.0,5106.0,,2009.0,Centrum,Sollentuna,59.4283893,17.94845
Hjalmar Olsons väg 3,5240000,4750000.0,6.0,125.0,5814.0,34944.0,2000.0,Farsta Slottsvik,Värmdö,59.3,18.583333
Ågatan 17 1 tr,5250000,4495000.0,3.0,75.0,4395.0,5850.0,1998.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Trettondagsvägen 16,5200000,3995000.0,3.0,70.0,3872.0,7100.0,1939.0,Midsommarkransen,Stockholms,59.3019987,17.9975179
Brännkyrkagatan 81 15 tr,5200000,4495000.0,2.0,60.0,1977.0,5500.0,,Södermalm,Stockholms,59.3123782,18.06975557565056
Tranebergsvägen 41,5050000,4950000.0,3.0,87.0,5000.0,,1934.0,Traneberg,Stockholms,59.3387792,17.9813954
Birger Jarlsgatan 115B,5150000,4795000.0,,62.0,2883.0,5147.0,1913.0,Vasastan,Stockholms,59.3413498,18.0489474
Ystadsvägen 127 2 tr,5030000,4195000.0,3.0,73.0,4530.0,9360.0,1999.0,Björkhagen,Stockholms,59.291204,18.1154858
Hammarby Allé 157,5200000,4995000.0,3.0,86.0,5213.0,,2003.0,Sickla Kaj,Stockholms,59.3027383,18.1035806
Hammarby Allé 157,5835000,5495000.0,4.0,92.0,5651.0,,2003.0,Sickla Kaj,Stockholms,59.3027383,18.1035806
Ingemarsgatan 7 nb inne på gård,5250000,4995000.0,2.0,67.0,3028.0,5400.0,1892.0,Sibirien,Stockholms,59.3498361,18.0593107
Solgatan 16,5200000,4495000.0,4.0,79.0,4051.0,,2012.0,Rudviken,Solna,59.3664864,18.0096279
Dalagatan 86D ½tr.,5150000,4495000.0,2.0,63.0,3532.0,,1919.0,Vasastan,Stockholms,59.3413498,18.0489474
Idrottsgatan 6,5050000,4795000.0,,70.0,3716.0,7200.0,1911.0,Råsunda,Solna,59.365658,17.9946009
Idrottsgatan 6,6000000,5195000.0,3.0,86.0,4354.0,7428.0,1911.0,Råsunda,Solna,59.365658,17.9946009
Bergsgatan 29 3 tr,5100000,4500000.0,2.0,52.0,2383.0,,,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Västra Vägen 1C 7 tr,5200000,4695000.0,4.0,106.0,4889.0,6600.0,1969.0,Rudviken,Solna,59.3664864,18.0096279
Gävlegatan 26,5080000,4995000.0,2.0,55.0,2750.0,,2017.0,Stockholms,Stockholms,59.3451134,18.0389555
Romansvägen 46,5160000,4895000.0,4.0,100.0,5866.0,10872.0,2009.0,Forum,Nacka,59.3120997,18.2073591
Kabeluddsvägen 8,5060000,3900000.0,3.0,110.0,4108.0,6000.0,1987.0,Gribbylund,Täby,59.461827,18.08846
Karaffgatan 5 6 tr,5200000,4195000.0,2.0,54.0,3043.0,5700.0,2011.0,Liljeholmskajen,Stockholms,59.3081461,18.029239
Primusgatan 62,5150000,4695000.0,3.0,69.0,4507.0,5900.0,2007.0,Lilla Essingen \ Kungsholmen,Stockholms,59.324747,18.00513729103853
Emågatan 35 3tr,5070000,4400000.0,4.0,85.0,5011.0,5500.0,1954.0,Bagarmossen,Stockholms,59.2761858,18.13134
Kvarnholmsvägen39b,5050000,4495000.0,3.0,81.0,5222.0,2400.0,2008.0,Finnboda,Nacka,59.3148888,18.1203051
Backvägen 2,5200000,4450000.0,4.0,77.0,3243.0,5040.0,1954.0,Råsunda,Solna,59.365658,17.9946009
Backvägen 2,6200000,,4.0,92.0,3991.0,,1954.0,Råsunda,Solna,59.365658,17.9946009
Maria trappgränd 1c (högst upp),5100000,4600000.0,2.0,59.0,3001.0,5400.0,1984.0,Maria,Stockholms,,
Flygfältsgatan 27,5250000,,5.0,126.0,4984.0,18000.0,2012.0,Skarpnäck,Stockholms,59.2664372,18.1330727
Frejgatan 6A - Gårdshus vån 3,5210000,5350000.0,2.0,50.0,2670.0,5256.0,1905.0,Östermalm,Stockholms,59.336723,18.0859178
Grumsgatan 4 9tr,5050000,3995000.0,5.0,147.0,7378.0,,1958.0,Farsta Centrum,Stockholms,59.24248205000001,18.092060160563314
Gamla Skärgårdsvägen 18,5095000,5195000.0,4.0,104.0,5839.0,6000.0,2020.0,Gustavsberg,Värmdö,59.3256235,18.388514
Kallskärsgatan 5 5 tr,5200000,4650000.0,2.0,51.0,2361.0,5500.0,1935.0,Östermalm,Stockholms,59.336723,18.0859178
Sockerbruksgränd 16 3 tr,5050000,4750000.0,2.0,60.0,2580.0,,1964.0,Högalid,Stockholms,59.309687,18.0461399
Dalagatan 86 H 3 tr,5060000,4295000.0,2.0,49.0,2625.0,,1916.0,Vasastan,Stockholms,59.3413498,18.0489474
Tollarevägen 57 1 tr,5100000,4895000.0,4.0,91.0,4637.0,5000.0,,Nacka,Nacka,59.3120997,18.2073591
Stigbergsgatan 32 5 tr,5100000,4995000.0,1.0,47.0,2174.0,7200.0,1930.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Dalagatan 62,5100000,4295000.0,2.0,45.0,2522.0,6000.0,1888.0,Norrmalm,Stockholms,59.3340818,18.0629048
Fatburs Kvarngata 7 5tr,5200000,4595000.0,3.0,66.0,4625.0,,1990.0,Södermalm Maria,Stockholms,59.3123782,18.06975557565056
Arbetargatan 27 A 4 tr,5125000,4950000.0,3.0,67.0,3370.0,4200.0,1992.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Garvar Lundins gränd 7,5025000,4495000.0,2.0,47.0,1211.0,,1929.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Hornsgatan 123/ Drakenbergsgatan 26 1 tr,5200000,4595000.0,3.0,68.0,3010.0,8100.0,1970.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Agnes Lagerstedts gata 12 Etagelägenhet,5050000,4195000.0,5.0,109.0,6185.0,,1955.0,Fruängen,Stockholms,59.2864677,17.964876
Nybodaringen 107,5001337,4250000.0,4.0,75.0,4259.0,18948.0,1998.0,Liljeholmen,Stockholms,59.3106125,18.0228316
Skeppargatan 28 5tr,5200000,4295000.0,2.0,37.0,2127.0,4800.0,1940.0,Östermalm,Stockholms,59.336723,18.0859178
Valhallavägen 12A 4tr,5225000,4995000.0,2.0,61.0,1138.0,2400.0,1971.0,Östermalm,Stockholms,59.336723,18.0859178
Fleminggatan 36C 2 tr,5075000,4995000.0,2.0,62.0,2281.0,,1978.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Fleminggatan 36C 2 tr,5075000,4995000.0,2.0,62.0,2281.0,,1978.0,Stockholm Kungsholmen,Stockholms,59.3327422,18.023771900117097
Fleminggatan 36C 2 tr,7800000,7495000.0,4.0,90.0,3087.0,,1977.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Fleminggatan 36C 2 tr,7800000,7495000.0,4.0,90.0,3087.0,,1977.0,Stockholm Kungsholmen,Stockholms,59.3327422,18.023771900117097
Bergsgatan 57B 4tr,5130000,3995000.0,2.0,47.0,1376.0,2376.0,1906.0,Kungsholmen Rådhuset,Stockholms,59.3301832,18.0417446
Lugnets Allé 71 3tr,5200000,4795000.0,3.0,74.0,4793.0,6900.0,2002.0,Hammarby Sjöstad,Stockholms,59.3056121,18.1060603
Primusgatan 70 1tr,5050000,5195000.0,2.0,60.0,3787.0,6800.0,2004.0,Lilla Essingen,Stockholms,59.324747,18.00513729103853
Primusgatan 70 1tr,6300000,6295000.0,2.0,72.0,4279.0,6700.0,2004.0,Lilla Essingen,Stockholms,59.324747,18.00513729103853
Roslagsgatan 39A,5250000,4595000.0,2.0,49.0,2016.0,8700.0,1896.0,Vasastan,Stockholms,59.3413498,18.0489474
Tummelisas Gata 4 3 tr.,5150000,5150000.0,4.0,95.0,5460.0,6800.0,2014.0,Annedal,Stockholms,59.3633265,17.9510126
Lindhagensgatan 75,5100000,4795000.0,2.0,76.0,3299.0,,1979.0,Thorildsplan,Stockholms,59.3314883,18.0150904
Roslagsgatan 58B 2 tr,5195000,5195000.0,2.0,57.0,3071.0,7600.0,1927.0,Vasastan,Stockholms,59.3413498,18.0489474
Sandhamnsgatan 47 1 tr,5200000,4795000.0,,65.0,3334.0,12000.0,1962.0,Gärdet,Stockholms,59.344243,18.0908903
Grindtorps skolgränd 44 Våning 3,5225000,4995000.0,4.0,94.0,4982.0,8000.0,2018.0,Centrum,Täby,59.466667,18.066667
Brunnsgatan 18,5100000,4495000.0,1.0,46.0,2291.0,,1982.0,Norrmalm,Stockholms,59.3340818,18.0629048
Fatburstrappan 18 vån 4,5050000,4995000.0,3.0,75.0,4814.0,12000.0,,Södermalm,Stockholms,59.3123782,18.06975557565056
Grev Turegatan 60 ög,5200000,4495000.0,2.0,46.0,1113.0,5600.0,1880.0,Östermalm,Stockholms,59.336723,18.0859178
Serenadvägen 1A 2 tr,5200000,4975000.0,4.0,114.0,6602.0,8712.0,2008.0,Forum,Nacka,59.3120997,18.2073591
Hjärnegatan 4A,5200000,4725000.0,2.0,55.0,2862.0,6620.0,1903.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Hamnvägen 13,5200000,5200000.0,2.0,69.0,3489.0,6612.0,2000.0,Gåshaga Pirar,Lidingö,59.3643845,18.133142
Hamnvägen 13,5200000,5200000.0,2.0,69.0,3489.0,6612.0,2000.0,Gåshaga,Lidingö,59.3505798,18.2303285
Hamnvägen 13,8000000,7500000.0,3.0,95.0,4554.0,,2001.0,Gåshaga Pirar,Lidingö,59.3643845,18.133142
Hamnvägen 13,8000000,7500000.0,3.0,95.0,4554.0,,2001.0,Gåshaga,Lidingö,59.3505798,18.2303285
Rindögatan 38 2tr,5200000,4495000.0,2.0,52.0,3237.0,8892.0,1938.0,Östermalm,Stockholms,59.336723,18.0859178
Solstigen 4 E,5200000,5200000.0,3.0,75.0,4919.0,,1955.0,Torsvik,Lidingö,59.367718,18.1371267
Nina Einhorns Gata 4 10tr,5200000,5200000.0,2.0,54.0,3251.0,4860.0,2017.0,Hagastaden,Stockholms,59.3485853,18.0362744
Båstadsvägen 19,5150000,4095000.0,4.0,81.0,5181.0,9696.0,2007.0,Björkhagen,Stockholms,59.291204,18.1154858
Båstadsvägen 19,5315000,,4.0,81.0,5227.0,11400.0,2007.0,Björkhagen,Stockholms,59.291204,18.1154858
Nybrogatan 20 3 tr,5200000,3950000.0,1.0,35.0,,,1938.0,Östermalm,Stockholms,59.336723,18.0859178
Riddargatan 38 A,5040000,5040000.0,2.0,44.0,1437.0,4400.0,1903.0,Östermalm,Stockholms,59.336723,18.0859178
Bengt Ekehjelmsgatan 11 3 tr,5200000,5200000.0,2.0,57.0,3491.0,7200.0,1906.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Tellusgatan 17,5100000,4195000.0,,82.0,4575.0,,,Midsommarkransen,Stockholms,59.3019987,17.9975179
Tellusgatan 17,5100000,4195000.0,,82.0,4575.0,,,Telefonplan,Stockholms,59.2983614,17.9981996
Tellusgatan 17,7350000,6295000.0,5.0,126.0,6406.0,15108.0,2015.0,Midsommarkransen,Stockholms,59.3019987,17.9975179
Tellusgatan 17,7350000,6295000.0,5.0,126.0,6406.0,15108.0,2015.0,Telefonplan,Stockholms,59.2983614,17.9981996
Västmannagatan 30A 5 tr,5175000,4500000.0,2.0,35.0,1629.0,,,Norrmalm,Stockholms,59.3340818,18.0629048
Sjökvarnsbacken 4,5025000,4295000.0,3.0,80.0,4298.0,7800.0,2006.0,Saltsjöqvarn,Nacka,59.314644099999995,18.109191497938482
Nytorpsvägen 52 Högst upp!,5200000,4850000.0,4.0,97.0,5045.0,,2016.0,Näsbypark,Täby,59.4293634,18.0885067
Askängsbacken 48 4tr,5250000,4795000.0,4.0,84.0,5321.0,,2013.0,Mariehäll,Stockholms,59.3599806,17.952094
Kryssarvägen 8,5100000,4995000.0,6.0,126.0,5248.0,6400.0,1956.0,Näsbypark,Täby,59.4293634,18.0885067
Disponentgatan 4 5 tr,5100000,4195000.0,2.0,56.0,3063.0,3600.0,1939.0,Lilla Essingen,Stockholms,59.324747,18.00513729103853
Eduard von Horns väg 5 Högst upp,5125000,5450000.0,3.0,76.0,7035.0,7200.0,2004.0,Stocksund,Danderyd,59.3845769,18.0571915
Grindtorps skolgränd 34 4 tr.,5225000,4995000.0,4.0,99.0,5104.0,7200.0,2017.0,Centrum,Täby,59.466667,18.066667
Dalagatan 76A Ö.G,5250000,4495000.0,2.0,54.0,3180.0,6000.0,1904.0,Vasastan,Stockholms,59.3413498,18.0489474
Swedenborgsgatan 4B 4 tr,5215000,4500000.0,2.0,48.0,1915.0,6000.0,1893.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Swedenborgsgatan 4B 4 tr,5215000,4500000.0,2.0,48.0,1915.0,6000.0,1893.0,Mariatorget,Stockholms,59.3168252,18.0607643
Swedenborgsgatan 4B 4 tr,5500000,3995000.0,2.0,49.0,2145.0,,1893.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Swedenborgsgatan 4B 4 tr,5500000,3995000.0,2.0,49.0,2145.0,,1893.0,Mariatorget,Stockholms,59.3168252,18.0607643
Sandalettgatan 1 vån 3,5150000,5200000.0,4.0,93.0,4992.0,4640.0,2017.0,Älvsjö,Stockholms,59.2758491,18.0018895
Ymsenvägen 10 7tr,5250000,5250000.0,4.0,78.0,3277.0,,1947.0,Gullmarsplan,Stockholms,59.2995292,18.0806392
Hagagatan 52,5050000,4495000.0,2.0,54.0,2718.0,8100.0,1912.0,Vasastan,Stockholms,59.3413498,18.0489474
Ladbacksvägen 59,5205000,4195000.0,5.0,106.0,4941.0,20940.0,1996.0,Sundby,Stockholms,59.3699626,17.9172416
Dartanjangs Gata 46,5150000,4750000.0,4.0,97.0,5278.0,6120.0,2009.0,Annedal,Stockholms,59.3633265,17.9510126
Vårby Allé 31,5100000,5295000.0,5.0,124.0,5211.0,,2017.0,Vårby Allé,Huddinge,59.2627176,17.8909031
Wallingatan 16,5025000,4495000.0,2.0,47.0,2830.0,4800.0,1872.0,Vasastan,Stockholms,59.3413498,18.0489474
Birger Jarlsgatan 106 A 4 tr,5200000,4200000.0,2.0,45.0,1357.0,2160.0,1905.0,Östermalm,Stockholms,59.336723,18.0859178
Skogsslingan 6,5200000,,3.0,79.0,3753.0,6720.0,2003.0,Charlottenberg,Danderyd,59.3886567,18.0379515
Norrbackagatan 30 2tr,5100000,4695000.0,2.0,53.0,1861.0,,1925.0,Birkastan,Stockholms,59.3408403,18.0334175
Fältspatvägen 5 A,5150000,4995000.0,5.0,82.0,5459.0,11280.0,1939.0,Traneberg,Stockholms,59.3387792,17.9813954
Hornsgatan 158A 2 tr,5150000,4595000.0,2.0,56.0,2724.0,5160.0,1903.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Hjortstigen 2C,5200000,4695000.0,4.0,87.0,5255.0,6100.0,1998.0,Bergshamra,Solna,59.3813446,18.0369906
Stagneliusvägen 43,5025000,4495000.0,2.0,58.0,1452.0,9810.0,1937.0,Fredhäll,Stockholms,59.3298217,18.0030284
Anders Reimers väg 15 6 tr,5225000,4150000.0,2.0,50.0,3511.0,4692.0,1943.0,Reimersholme,Stockholms,59.318341450000005,18.020436984023277
Norra Agnegatan 38 1 tr,5200000,5250000.0,2.0,58.0,2127.0,,1906.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Rindögatan 17,5225000,5350000.0,2.0,69.0,4098.0,,1938.0,Gärdet,Stockholms,59.344243,18.0908903
Liljeholmsvägen 32 vån 5 - Såld off-market,5100000,,3.0,72.0,3645.0,,2016.0,Liljeholmen,Stockholms,59.3106125,18.0228316
Tomtebogatan 33A ög,5125000,4395000.0,2.0,50.0,2006.0,4300.0,1911.0,Birkastan,Stockholms,59.3408403,18.0334175
Tulegatan 5 B,5200000,4995000.0,2.0,58.0,3846.0,,1891.0,Vasastan,Stockholms,59.3413498,18.0489474
Gamla Enköpingsvägen 168,5150000,5295000.0,4.0,133.0,5350.0,,2013.0,Ursvik,Sundbyberg,59.38216225,17.961522006771705
Korphoppsgatan 22 5 tr,5170000,4495000.0,2.0,64.0,4337.0,6000.0,2003.0,Stockholms,Stockholms,59.304218,18.1016123
Illerstigen 16 entréplan,5220000,4495000.0,4.0,89.0,4567.0,,1968.0,Bergshamra,Solna,59.3813446,18.0369906
Sickla Kanalgata 5,5100000,4795000.0,3.0,69.0,4665.0,7320.0,2002.0,Stockholm,Stockholms,59.3251172,18.0710935
Brännerigatan 5,5080000,4375000.0,2.0,52.0,2913.0,4000.0,1926.0,Katarina,Stockholms,59.311127,18.0800116
Fabrikörvägen 10 A,5250000,4995000.0,,76.0,4544.0,8400.0,2017.0,strand,Nacka,59.3120997,18.2073591
Johanneshovsvägen 106 5 tr,5075000,4675000.0,3.0,81.0,4596.0,4500.0,2017.0,Årsta,Stockholms,59.2964776,18.0528626
Tappvägen 26,5200000,5200000.0,4.0,100.0,5375.0,8520.0,2017.0,Annedal,Stockholms,59.3633265,17.9510126
Tappvägen 26,6275000,5995000.0,5.0,122.0,6385.0,11300.0,2017.0,Annedal,Stockholms,59.3633265,17.9510126
Lindhagensterrassen 27 vån 3,5200000,5400000.0,3.0,78.0,3104.0,,2010.0,Lindhagen,Stockholms,59.3348301,18.0156247
Illerstigen 30,5120000,4795000.0,4.0,98.0,5189.0,,,Bergshamra,Solna,59.3813446,18.0369906
Illerstigen 30,5120000,4795000.0,4.0,98.0,5189.0,,,Solna,Solna,59.3664864,18.0096279
Illerstigen 30,5575000,,4.0,89.0,4658.0,8508.0,1968.0,Bergshamra,Solna,59.3813446,18.0369906
Illerstigen 30,5575000,,4.0,89.0,4658.0,8508.0,1968.0,Solna,Solna,59.3664864,18.0096279
Nytorpsvägen 50 1 tr,5120000,4900000.0,4.0,108.0,5670.0,10848.0,2015.0,Näsbypark,Täby,59.4293634,18.0885067
Johan Enbergs Väg 40A,5050000,5050000.0,4.0,100.0,5045.0,,1969.0,Västra Skogen,Solna,59.3471752,18.0042308
Brännkyrkagatan 66 4tr,5100000,4450000.0,2.0,65.0,2356.0,,1964.0,Maria,Stockholms,59.3182577,18.0523529
Brännkyrkagatan 66 4tr,5100000,4450000.0,2.0,65.0,2356.0,,1964.0,Högalid,Stockholms,59.3182577,18.0523529
Brännkyrkagatan 66 4tr,5150000,4450000.0,2.0,64.0,2327.0,6000.0,1964.0,Maria,Stockholms,59.3182577,18.0523529
Brännkyrkagatan 66 4tr,5150000,4450000.0,2.0,64.0,2327.0,6000.0,1964.0,Högalid,Stockholms,59.3182577,18.0523529
Hjärnegatan 2,5200000,4995000.0,2.0,62.0,2950.0,9240.0,,Rådhusparken,Stockholms,59.3309152,18.04217933435282
Wargentinsgatan 5 E,5060000,3995000.0,2.0,45.0,2386.0,,1932.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Fabrikörvägen 4A,5250000,5250000.0,2.0,76.0,4499.0,3960.0,1997.0,Strand,Nacka,59.3120997,18.2073591
Hannebergsgatan 32,5200000,4495000.0,3.0,88.0,4536.0,5520.0,2003.0,Solna,Solna,59.3664864,18.0096279
Rådmansgatan 8,5150000,4195000.0,2.0,46.0,2280.0,4800.0,1897.0,Östermalm,Stockholms,59.336723,18.0859178
Bergsgatan 5C 4 tr,5040000,4495000.0,2.0,47.0,2206.0,,1929.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Torsgatan 77 1.5 tr,5210000,4950000.0,2.0,64.0,3397.0,,1926.0,Vasastan,Stockholms,59.3413498,18.0489474
Nina Einhorns gata 4 11tr,5100000,5100000.0,2.0,54.0,3251.0,4860.0,2017.0,Hagastaden,Stockholms,59.3485853,18.0362744
Johanneshovsvägen 151 4 tr,5230000,4675000.0,3.0,81.0,4542.0,3900.0,,Årsta,Stockholms,59.2964776,18.0528626
Brogatan 4,5050000,4895000.0,4.0,107.0,5572.0,,,Järvastaden,Sundbyberg,59.3607417,17.9718708
Döbelnsgatan 52,5150000,4495000.0,2.0,52.0,2122.0,4800.0,1963.0,Vasastan,Stockholms,59.3413498,18.0489474
